DataSource,Eruption,SiO2_wt,Al2O3_wt,FeO_wt,MgO_wt,MnO_wt,TiO2_wt,K2O_wt,Na2O_wt,CaO_wt,BaO_wt,F,Cl,H2O,Total
Curryetal2021a,CebollaCreekTuff,41.53,11.29,13.21,12.55,0.4705,3.11,1.0451,2.36,11.23,NA,NA,0.0367,NA,96.8324
Curryetal2021a,CebollaCreekTuff,41.59,11.16,13.47,12.54,0.5011,3.04,1.0386,2.37,11.18,NA,NA,0.0374,NA,96.9272
Curryetal2021a,CebollaCreekTuff,41.51,10.87,13.9,12.77,0.5442,2.93,1.0464,2.3,11.28,NA,NA,0.0485,NA,97.1992
Curryetal2021a,CebollaCreekTuff,44.58,8.72,12.89,14.19,0.5531,2.1,0.9128,1.98,11.29,NA,NA,0.0733,NA,97.2893
Curryetal2021a,CebollaCreekTuff,44.28,8.77,12.83,14.13,0.5816,2.13,0.8842,2.01,11.24,NA,NA,0.0689,NA,96.9247
Curryetal2021a,CebollaCreekTuff,44.49,8.8,12.87,14.19,0.5892,2.12,0.8908,2.06,11.24,NA,NA,0.0672,NA,97.3173
Curryetal2021a,CebollaCreekTuff,44.48,8.68,12.94,14.21,0.5674,2.08,0.8992,2,11.28,NA,NA,0.0815,NA,97.2182
Curryetal2021a,CebollaCreekTuff,44.63,8.6,12.89,14.14,0.5447,2.06,0.9065,1.94,11.28,NA,NA,0.0757,NA,97.0669
Curryetal2021a,CebollaCreekTuff,44.75,8.52,12.73,14.24,0.5798,2.06,0.8936,1.96,11.3,NA,NA,0.0784,NA,97.1119
Curryetal2021a,CebollaCreekTuff,44.41,8.53,12.67,14.18,0.5903,2.03,0.8924,1.93,11.3,NA,NA,0.0773,NA,96.6101
Curryetal2021a,CebollaCreekTuff,44.75,8.77,12.79,14.17,0.6002,2.04,0.9061,1.8,11.25,NA,NA,0.0803,NA,97.1566
Curryetal2021a,CebollaCreekTuff,44.48,8.66,12.68,14.21,0.5585,2.08,0.9109,1.8,11.25,NA,NA,0.0748,NA,96.7043
Curryetal2021a,CebollaCreekTuff,44.91,8.71,12.58,14.3,0.5767,2.04,0.8959,1.8,11.26,NA,NA,0.0805,NA,97.1532
Curryetal2021a,CebollaCreekTuff,44.7,8.73,12.64,14.17,0.5494,2.06,0.9051,1.81,11.18,NA,NA,0.0785,NA,96.823
Curryetal2021a,CebollaCreekTuff,44.4,8.71,12.71,14.22,0.5717,1.92,0.8758,1.82,11.31,NA,NA,0.0708,NA,96.6084
Curryetal2021a,CebollaCreekTuff,44.59,8.62,12.83,14.2,0.5848,2.01,0.8961,1.82,11.16,NA,NA,0.08,NA,96.791
Curryetal2021a,CebollaCreekTuff,44.57,8.6,12.93,14.16,0.6021,2,0.8667,1.81,11.13,NA,NA,0.0743,NA,96.7431
Curryetal2021a,RatCreekTuff,41.3,11.94,10.72,14.62,0.1852,3.6,0.964,2.43,11.18,NA,NA,0.0166,NA,96.9559
Curryetal2021a,RatCreekTuff,41.51,11.74,10.85,14.59,0.173,3.64,1.0455,2.33,11.65,NA,NA,NM,NA,97.5996
Curryetal2021a,RatCreekTuff,41.41,11.8,11.07,14.57,0.1599,3.69,1.0747,2.38,11.66,NA,NA,NM,NA,97.8819
Curryetal2021a,RatCreekTuff,41.31,11.74,10.8,14.52,0.1867,3.64,0.9511,2.39,11.1,NA,NA,0.0253,NA,96.6631
Curryetal2021a,RatCreekTuff,41.58,11.68,10.87,14.59,0.1768,3.75,1.0426,2.32,11.62,NA,NA,NM,NA,97.6918
Curryetal2021a,RatCreekTuff,41.69,11.53,10.93,14.62,0.171,3.78,1.0322,2.29,11.58,NA,NA,NM,NA,97.6823
Curryetal2021a,RatCreekTuff,41.46,11.81,10.83,14.57,0.2035,3.63,0.9341,2.42,11.14,NA,NA,0.0165,NA,97.0141
Curryetal2021a,RatCreekTuff,41.22,11.69,11.77,14.38,0.2094,3.26,0.9505,2.42,11.24,NA,NA,NM,NA,97.2039
Curryetal2021a,RatCreekTuff,41.23,11.74,10.68,14.69,0.1922,3.62,0.9427,2.42,11.12,NA,NA,0.0244,NA,96.6594
Curryetal2021a,RatCreekTuff,41.59,11.66,10.9,14.38,0.1921,3.57,0.9871,2.36,11.28,NA,NA,0.0172,NA,96.9365
Curryetal2021a,RatCreekTuff,41.53,11.51,10.79,14.63,0.1903,3.7,1.0436,2.33,11.57,NA,NA,NM,NA,97.379
Curryetal2021a,RatCreekTuff,41.62,11.74,10.93,14.7,0.1667,3.64,1.0295,2.34,11.56,NA,NA,NM,NA,97.7963
Curryetal2021a,RatCreekTuff,41.63,11.72,10.85,14.59,0.1823,3.71,1.0519,2.29,11.6,NA,NA,NM,NA,97.6933
Curryetal2021a,RatCreekTuff,41.53,11.75,10.81,14.63,0.1588,3.68,1.0539,2.36,11.59,NA,NA,NM,NA,97.6088
Curryetal2021a,RatCreekTuff,41.61,11.78,10.88,14.64,0.1861,3.72,1.039,2.37,11.53,NA,NA,NM,NA,97.8055
Curryetal2021a,RatCreekTuff,41.73,11.7,10.97,14.73,0.164,3.8,1.027,2.38,11.61,NA,NA,NM,NA,98.2314
Curryetal2021a,RatCreekTuff,41.7,11.69,10.93,14.6,0.1651,3.7,1.0506,2.33,11.57,NA,NA,NM,NA,97.8398
Curryetal2021a,RatCreekTuff,41.67,11.44,10.84,14.47,0.1982,3.75,1.0434,2.34,11.52,NA,NA,NM,NA,97.3553
Curryetal2021a,RatCreekTuff,41.76,11.69,10.98,14.64,0.1744,3.8,1.0268,2.37,11.48,NA,NA,NM,NA,97.9469
Curryetal2021a,RatCreekTuff,41.29,11.8,10.82,14.53,0.1685,3.59,1.0072,2.31,11.35,NA,NA,0.0285,NA,96.8942
Curryetal2021a,RatCreekTuff,41.66,11.85,10.87,14.52,0.1591,3.72,1.0391,2.31,11.46,NA,NA,NM,NA,97.6526
Curryetal2021a,RatCreekTuff,41.09,11.73,10.83,14.59,0.1834,3.62,0.9872,2.37,11.41,NA,NA,0.0241,NA,96.8348
Curryetal2021a,RatCreekTuff,41.61,11.84,10.7,14.73,0.1745,3.84,1.0522,2.33,11.49,NA,NA,NM,NA,97.906
Curryetal2021a,RatCreekTuff,41.12,11.8,10.93,14.5,0.1407,3.62,1.0016,2.37,11.33,NA,NA,0.0203,NA,96.8327
Curryetal2021a,RatCreekTuff,41.58,11.91,10.77,14.7,0.192,3.78,1.0571,2.32,11.52,NA,NA,NM,NA,97.8987
Curryetal2021a,RatCreekTuff,41.19,11.9,10.84,14.57,0.1769,3.65,1.0123,2.35,11.24,NA,NA,0.0167,NA,96.946
Curryetal2021a,RatCreekTuff,41.51,11.89,10.8,14.7,0.1972,3.86,1.0816,2.3,11.49,NA,NA,NM,NA,97.8865
Curryetal2021a,RatCreekTuff,41.25,11.89,10.9,14.59,0.1687,3.62,0.9904,2.34,11.3,NA,NA,0.0301,NA,97.0793
Curryetal2021a,RatCreekTuff,41.46,11.7,10.81,14.62,0.1559,3.74,1.0492,2.35,11.53,NA,NA,NM,NA,97.5424
Curryetal2021a,RatCreekTuff,41.19,11.84,10.91,14.43,0.1698,3.63,1.0197,2.35,11.34,NA,NA,0.0155,NA,96.8951
Curryetal2021a,RatCreekTuff,41.18,11.89,10.88,14.38,0.1676,3.62,1.0058,2.36,11.41,NA,NA,0.0193,NA,96.9128
Curryetal2021a,RatCreekTuff,41.47,11.7,10.9,14.49,0.1642,3.56,0.9948,2.31,11.4,NA,NA,0.0199,NA,97.009
Curryetal2021a,RatCreekTuff,41.35,11.76,10.87,14.46,0.1582,3.56,0.9919,2.29,11.41,NA,NA,0.0177,NA,96.8679
Curryetal2021a,RatCreekTuff,41.75,11.41,11.52,14.41,0.2417,3.07,0.8794,2.41,11.33,NA,NA,0.0263,NA,97.0474
Curryetal2021a,RatCreekTuff,41.38,11.71,10.84,14.57,0.1774,3.68,1.0491,2.31,11.61,NA,NA,NM,NA,97.3872
Curryetal2021a,RatCreekTuff,41.46,11.74,10.77,14.62,0.1673,3.79,1.0721,2.29,11.58,NA,NA,NM,NA,97.579
Curryetal2021a,RatCreekTuff,41.4,11.65,10.82,14.49,0.1589,3.71,1.0691,2.27,11.53,NA,NA,NM,NA,97.1686
Curryetal2021a,RatCreekTuff,41.31,11.69,10.73,14.49,0.1854,3.72,1.0672,2.36,11.53,NA,NA,NM,NA,97.1786
Curryetal2021a,RatCreekTuff,41.41,11.96,10.84,14.6,0.1511,3.81,1.0791,2.35,11.51,NA,NA,NM,NA,97.7785
Curryetal2021a,RatCreekTuff,41.26,11.93,10.91,14.61,0.1827,3.77,1.0739,2.33,11.47,NA,NA,NM,NA,97.643
Curryetal2021a,RatCreekTuff,41.28,11.82,10.98,14.58,0.1647,3.7,1.0559,2.32,11.56,NA,NA,NM,NA,97.5297
Curryetal2021a,RatCreekTuff,41.25,11.79,10.75,14.56,0.176,3.73,1.0641,2.34,11.56,NA,NA,NM,NA,97.2541
Sliwinskietal2019,NelsonMountainTuff,48.6,6,13.9,14.5,0.8,1.2,0.7,1.2,11.6,NA,NA,NA,NA,98.5
Sliwinskietal2019,NelsonMountainTuff,49.4,5.1,13,15.2,0.7,1,0.5,1.1,11.9,NA,NA,NA,NA,97.9
Sliwinskietal2019,NelsonMountainTuff,49.3,5.2,13,14.9,0.8,1.1,0.5,1.1,12,NA,NA,NA,NA,97.9
Sliwinskietal2019,NelsonMountainTuff,45.1,7.9,16.2,11.9,0.7,1.6,1,1.5,11.7,NA,NA,NA,NA,97.6
Sliwinskietal2019,NelsonMountainTuff,45.2,8.1,15.6,12.3,0.6,1.7,1.1,1.5,11.5,NA,NA,NA,NA,97.6
Sliwinskietal2019,NelsonMountainTuff,46,7.9,14.6,13.1,0.6,1.8,1,1.5,11.7,NA,NA,NA,NA,98.2
Sliwinskietal2019,NelsonMountainTuff,47.2,6.6,14,13.6,0.7,1.3,0.7,1.3,11.7,NA,NA,NA,NA,97.1
Sliwinskietal2019,NelsonMountainTuff,47.4,6.4,14.3,13.7,0.7,1.2,0.8,1.2,12,NA,NA,NA,NA,97.7
Sliwinskietal2019,NelsonMountainTuff,47.8,6.3,14,14.1,0.5,1.3,0.6,1.3,11.8,NA,NA,NA,NA,97.7
Sliwinskietal2019,NelsonMountainTuff,47.7,6.5,14.2,14.3,0.6,1.3,0.7,1.3,11.8,NA,NA,NA,NA,98.4
Sliwinskietal2019,NelsonMountainTuff,45.7,7.5,14.9,12.6,0.6,1.6,1,1.5,11.9,NA,NA,NA,NA,97.3
Sliwinskietal2019,NelsonMountainTuff,43.9,9.2,15.3,11.9,0.6,2.2,0.9,1.9,11.8,NA,NA,NA,NA,97.8
Sliwinskietal2019,NelsonMountainTuff,48,6.3,14.3,13.7,0.7,1.4,0.7,1.3,11.8,NA,NA,NA,NA,98.3
Sliwinskietal2019,NelsonMountainTuff,43,10.2,14.8,11.9,0.6,2.2,0.8,2.1,11.7,NA,NA,NA,NA,97.3
Sliwinskietal2019,NelsonMountainTuff,47.9,6.1,14.1,14,0.7,1.4,0.6,1.4,11.9,NA,NA,NA,NA,98.1
Sliwinskietal2019,NelsonMountainTuff,46.7,7.3,12.9,13.9,0.6,1.7,0.9,1.5,11.7,NA,NA,NA,NA,97.2
Sliwinskietal2019,NelsonMountainTuff,46.1,7.8,14.5,12.9,0.6,1.9,0.9,1.7,11.8,NA,NA,NA,NA,98.2
Sliwinskietal2019,NelsonMountainTuff,48.1,6.4,14.1,13.7,0.7,1.3,0.8,1.4,11.9,NA,NA,NA,NA,98.5
Sliwinskietal2019,NelsonMountainTuff,46.5,7.6,14.3,13.4,0.5,1.8,0.9,1.7,11.7,NA,NA,NA,NA,98.4
Sliwinskietal2019,NelsonMountainTuff,41.8,12.1,15.6,11.4,0.5,2.5,1,2.4,11.6,NA,NA,NA,NA,98.9
Sliwinskietal2019,NelsonMountainTuff,42.4,11.7,12.8,13,0.2,2.5,0.8,2.2,11.6,NA,NA,NA,NA,97.2
Sliwinskietal2019,RatCreekTuff,47.7,5.9,13.4,14.7,1.9,1.1,0.6,2.3,10.4,NA,NA,NA,NA,98
Sliwinskietal2019,RatCreekTuff,45.2,8.9,12.9,14.5,0.7,2.2,0.8,2.3,11.1,NA,NA,NA,NA,98.6
Sliwinskietal2019,RatCreekTuff,43.2,10.4,13.4,14,0.3,2.8,1,2.7,11,NA,NA,NA,NA,98.8
Sliwinskietal2019,RatCreekTuff,45.1,9.1,12.7,14.5,0.6,2.1,0.9,2.3,11.2,NA,NA,NA,NA,98.5
Sliwinskietal2019,RatCreekTuff,48.2,6,13,15.3,1,1,0.6,1.6,11.1,NA,NA,NA,NA,97.8
Sliwinskietal2019,RatCreekTuff,45.2,8.8,12.6,14.8,0.7,2.1,0.9,2.3,11.3,NA,NA,NA,NA,98.7
Sliwinskietal2019,RatCreekTuff,47.6,5.9,13.2,14.6,1.9,1,0.6,2.3,10.6,NA,NA,NA,NA,97.8
Sliwinskietal2019,RatCreekTuff,44.5,9.1,12.3,14.5,0.6,2.1,0.9,2.3,11.1,NA,NA,NA,NA,97.4
Sliwinskietal2019,RatCreekTuff,41.4,12.4,11.7,13.9,0.2,3.2,1,2.8,11.3,NA,NA,NA,NA,97.9
Sliwinskietal2019,RatCreekTuff,40.9,12.6,11.4,13.7,0.3,3.4,1,2.6,11.1,NA,NA,NA,NA,97
Sliwinskietal2019,RatCreekTuff,45.5,9.1,13,14.8,0.5,2.1,0.9,2.3,11.5,NA,NA,NA,NA,99.7
Sliwinskietal2019,RatCreekTuff,48,6.8,13.7,15,1.1,1.3,0.7,1.8,11.6,NA,NA,NA,NA,100
Sliwinskietal2019,RatCreekTuff,48.6,5.9,13.4,14.9,1.9,1.1,0.6,2.3,10.7,NA,NA,NA,NA,99.4
Sliwinskietal2019,RatCreekTuff,46.2,8.5,12.6,15.1,0.6,2,0.8,2.2,11.3,NA,NA,NA,NA,99.3
Sliwinskietal2019,RatCreekTuff,48.7,5.4,13.2,14.9,2.8,0.9,0.6,2.3,10.3,NA,NA,NA,NA,99.1
Sliwinskietal2019,RatCreekTuff,42.2,12.1,12.6,14,0.3,3.1,1,2.8,11.2,NA,NA,NA,NA,99.3
Sliwinskietal2019,RatCreekTuff,42.6,12,13.2,13.5,0.5,2.7,1,2.9,11.5,NA,NA,NA,NA,99.9
Sliwinskietal2019,RatCreekTuff,42.3,12.5,11.5,15,0.2,3.6,1.2,2.8,11.6,NA,NA,NA,NA,100.7
Sliwinskietal2019,RatCreekTuff,42.1,13.3,13.2,13.8,0.2,2,0.8,2.7,11.7,NA,NA,NA,NA,99.9
Sliwinskietal2019,RatCreekTuff,42.9,12,11.8,14.8,0.2,2.6,1,2.8,11.3,NA,NA,NA,NA,99.4
Sliwinskietal2019,RatCreekTuff,42.6,11.9,11,15.1,0.2,3.4,1,2.9,11.5,NA,NA,NA,NA,99.6
Sliwinskietal2019,RatCreekTuff,42.5,12.3,11.9,14.9,0.2,3,1,2.8,11.4,NA,NA,NA,NA,100
Sliwinskietal2019,RatCreekTuff,41.9,12.6,12.1,14.3,0.2,3.5,1.1,2.8,11.5,NA,NA,NA,NA,100
Sliwinskietal2019,RatCreekTuff,42.3,12.2,11.3,14.9,0.1,3.6,1,2.7,11.4,NA,NA,NA,NA,99.5
Sliwinskietal2019,RatCreekTuff,42.6,12.2,12.2,14.4,0.3,3.1,0.9,2.9,11.6,NA,NA,NA,NA,100.2
Sliwinskietal2019,RatCreekTuff,42.5,12.2,11.2,15.1,0.1,3.6,1,2.8,11.5,NA,NA,NA,NA,100
Sliwinskietal2019,RatCreekTuff,41.9,12.5,11.1,14.9,0.2,3.5,1,2.8,11.5,NA,NA,NA,NA,99.4
Sliwinskietal2019,RatCreekTuff,42,12.5,10.9,15.1,0.2,3.7,1,2.8,11.2,NA,NA,NA,NA,99.4
Sliwinskietal2019,RatCreekTuff,42.8,12,11.8,14.7,0.3,3.4,0.9,3,11.3,NA,NA,NA,NA,100.2
Sliwinskietal2019,RatCreekTuff,46.9,7.6,14.8,14.1,0.8,1.5,0.8,1.7,11.6,NA,NA,NA,NA,99.8
Sliwinskietal2019,RatCreekTuff,42.2,12.6,11.4,14.9,0.1,3.7,1,2.8,11.6,NA,NA,NA,NA,100.3
Sliwinskietal2019,RatCreekTuff,48.6,6.3,13.3,15.2,1.1,1.1,0.7,1.7,11.3,NA,NA,NA,NA,99.3
Sliwinskietal2019,RatCreekTuff,42.3,12.6,11.6,14.9,0.2,3.7,1,2.8,11.5,NA,NA,NA,NA,100.6
Sliwinskietal2019,RatCreekTuff,41.8,12.8,11.2,15,0.1,3.6,1,2.9,11.5,NA,NA,NA,NA,100
Sliwinskietal2019,RatCreekTuff,42,13,11.5,15,0.2,3.3,1,2.9,11.4,NA,NA,NA,NA,100.3
Sliwinskietal2019,RatCreekTuff,42,12.8,11.4,14.9,0.3,3.7,1,2.8,11.6,NA,NA,NA,NA,100.5
Sliwinskietal2019,RatCreekTuff,42.3,12.5,11.1,15.2,0.2,3.8,1,2.8,11.4,NA,NA,NA,NA,100.3
Sliwinskietal2019,RatCreekTuff,42.3,12.6,11.4,15.1,0.2,3.7,1.1,2.8,11.4,NA,NA,NA,NA,100.6
Sliwinskietal2019,RatCreekTuff,42,12.5,11.2,15,0.1,3.8,1,2.7,11.3,NA,NA,NA,NA,99.6
Sliwinskietal2019,RatCreekTuff,42.3,12.5,11.5,15.1,0.1,3.4,1,2.8,11.4,NA,NA,NA,NA,100.1
Sliwinskietal2019,RatCreekTuff,42.2,12.2,11.6,14.8,0.2,3.5,0.9,2.9,11.4,NA,NA,NA,NA,99.7
Sliwinskietal2019,RatCreekTuff,41.9,12.7,11.3,14.9,0.1,3.7,1,2.8,11.5,NA,NA,NA,NA,99.9
Sliwinskietal2019,RatCreekTuff,42.5,12.4,11.6,15.1,0.2,3.5,0.9,2.9,11.3,NA,NA,NA,NA,100.4
LipmanWeston2001,NelsonMountainTuff,48.2,6.15,12.8,15.1,0.97,1.13,0.59,1.31,11.6,NA,0.12,0.06,NA,98.1
LipmanWeston2001,SnowshoeMountainTuff,44.8,8.8,14.7,13,0.66,1.67,0.99,1.65,11.6,NA,0.35,0.13,NA,98.1
LipmanWeston2001,SnowshoeMountainTuff,47,7.46,13.2,14.1,0.65,1.5,0.75,1.3,11.6,NA,0.32,0.11,NA,97.8
Webber1988Thesis,CarpenterRidgeTuff,42.36,12.12,11.49,14.06,0.09,3.09,1.01,2.5,11.96,NA,0.17,NA,NA,98.85
Webber1988Thesis,CarpenterRidgeTuff,43,12.02,11.65,14.56,0.14,2.98,1.04,2.61,12.41,NA,0.22,NA,NA,100.63
Webber1988Thesis,BlueCreekTuff,43.25,11.7,12.54,13.93,0.21,2.98,1.09,2.75,11.05,0.02,1.13,0.03,NA,100.68
Webber1988Thesis,BlueCreekTuff,43.71,12.02,11.75,13.88,0.15,2.89,0.99,2.31,11.89,NA,0.27,0.02,NA,99.88
Webber1988Thesis,BlueCreekTuff,44.97,10.83,12.02,14.58,0.23,2.17,0.96,2.36,11.7,NA,0.6,0.04,NA,100.44
Webber1988Thesis,BlueCreekTuff,44.83,9.7,13.57,13.54,0.5,2.48,1.17,2.49,12.3,NA,0.97,0.08,NA,101.61
Webber1988Thesis,BlueCreekTuff,43.79,9.53,13.17,13.83,0.43,2.41,1.21,2.19,11.37,NA,1.21,0.08,NA,99.22
Webber1988Thesis,BlueCreekTuff,43.17,10.01,13.28,13.43,0.53,2.4,1.39,2.62,11.77,NA,1.8,0.09,NA,100.49
Webber1988Thesis,BlueCreekTuff,43.5,9.71,11.35,13.18,0.37,2.54,1.4,2.27,11.58,NA,1.87,0.13,NA,97.88
Webber1988Thesis,BlueCreekTuff,44.74,10.08,13.06,13.7,0.37,2.54,1.3,2.23,12.04,NA,1.61,0.11,NA,101.78
Webber1988Thesis,BlueCreekTuff,43.76,9.93,12.85,13.21,0.45,2.66,1.24,2.65,11.87,NA,2.27,0.13,NA,101.02
Webber1988Thesis,BlueCreekTuff,43.74,9.58,13.4,13.71,0.49,2.65,1.35,2.73,11.88,NA,2.04,0.11,NA,101.66
Webber1988Thesis,BlueCreekTuff,44.23,10.87,12.15,13.69,0.42,3.11,1.14,2.45,12.14,NA,0.54,0.05,NA,100.79
Webber1988Thesis,BlueCreekTuff,42.84,12.1,11.46,14.85,0.08,2.93,0.98,2.49,11.95,NA,0.27,0.02,NA,99.75
Webber1988Thesis,BlueCreekTuff,43.11,12.18,11.72,14.26,0.11,2.85,1,2.02,10.91,NA,0.38,0.03,NA,98.56
Webber1988Thesis,BlueCreekTuff,44.02,11.58,11.57,14.22,0.28,2.58,0.9,1.75,11.75,NA,0.02,0.01,NA,98.68
Webber1988Thesis,BlueCreekTuff,43.89,11.59,12.03,14.12,0.24,2.92,0.93,2.12,11.71,NA,0.98,0.03,NA,100.54
Webber1988Thesis,BlueCreekTuff,43.89,11.3,12.38,14.8,0.3,2.75,1.09,1.93,11.41,NA,0.16,0.03,NA,99.82
Webber1988Thesis,WasonParkTuff,41.95,12.91,11.38,14.53,0.17,3.25,0.98,2.58,11.78,0.03,0.58,0.04,NA,100.11
Webber1988Thesis,WasonParkTuff,42,12.74,11.62,15.23,0.24,2.71,1.02,2.8,10.54,0.07,0.8,0.06,NA,99.82
Webber1988Thesis,WasonParkTuff,40.33,13.98,11.73,14.17,0.26,2.81,1.01,2.53,10.78,0.03,0.33,0.05,NA,97.76
Webber1988Thesis,WasonParkTuff,43,12.12,11.58,14.33,0.23,2.8,0.97,2.41,11.55,0.08,0.55,NA,NA,99.61
Webber1988Thesis,WasonParkTuff,42.54,12.82,11.89,14.58,0.26,2.57,1.01,2.54,11.37,0.07,0.44,0.03,NA,100.12
Webber1988Thesis,WasonParkTuff,45.92,8.84,15.25,13.66,0.31,1.5,0.63,2.27,10.43,0.06,0.23,0.06,NA,99.16
Webber1988Thesis,WasonParkTuff,42.08,11.72,11.61,14.19,0.22,3.36,1,2.48,11.56,0.12,0.47,0.03,NA,98.84
Webber1988Thesis,WasonParkTuff,45.01,9.38,15.64,12.51,0.74,1.84,0.99,1.54,10.9,0.05,0.23,0.13,NA,98.96
Webber1988Thesis,WasonParkTuff,45,9.49,15.04,12.74,0.52,1.74,0.73,1.81,10.23,0.03,0.35,0.07,NA,97.75
Webber1988Thesis,WasonParkTuff,46.89,8.65,12.85,13.89,0.35,1.73,0.58,1.58,10.04,0.01,0.24,0.04,NA,96.85
Sliwinskietal2017,MasonicParkTuff,46.39,7.05,14.06,13.89,0.6502,1.4057,0.8279,1.3231,11.67,NA,0.2141,0.1258,NA,97.51
Sliwinskietal2017,MasonicParkTuff,45.44,7.93,14.81,12.95,0.6268,1.6551,0.9065,1.4139,11.46,NA,0.1954,0.1201,NA,97.42
Sliwinskietal2017,MasonicParkTuff,47.04,6.24,13.58,14.43,0.8602,1.2406,0.7113,1.2698,11.55,NA,0.1873,0.1142,NA,97.13
Sliwinskietal2017,MasonicParkTuff,45.71,7.19,14.64,13.36,0.7588,1.4021,0.8429,1.3642,11.64,NA,0.1919,0.1331,NA,97.12
Sliwinskietal2017,MasonicParkTuff,45.72,7.35,14.88,13.13,0.7042,1.3008,0.9314,1.3208,11.51,NA,0.1773,0.1084,NA,97.04
Sliwinskietal2017,MasonicParkTuff,44.91,7.86,15.32,12.77,0.6614,1.5744,0.9799,1.4464,11.58,NA,0.1923,0.1109,NA,97.3
Sliwinskietal2017,MasonicParkTuff,44.45,7.87,14.57,13.05,0.8666,1.6096,0.9363,1.6252,11.45,NA,0.1902,0.1208,NA,96.63
Sliwinskietal2017,MasonicParkTuff,47.88,5.93,13.35,14.61,0.9043,1.1504,0.6897,1.2553,11.53,NA,0.2288,0.0948,NA,97.49
Sliwinskietal2017,MasonicParkTuff,45.14,7.5,14.47,13.26,0.8071,1.4504,0.8175,1.4391,11.3,NA,0.2032,0.1284,NA,96.42
Sliwinskietal2017,MasonicParkTuff,47.14,6.23,13.86,14.23,0.7658,1.2471,0.6861,1.2318,11.64,NA,0.1845,0.0743,NA,97.2
Sliwinskietal2017,MasonicParkTuff,46,7.05,14.61,13.47,0.6638,1.4109,0.8634,1.3282,11.56,NA,0.2041,0.1318,NA,97.18
Sliwinskietal2017,MasonicParkTuff,43.08,8.7,15.14,12.22,0.8609,1.875,1.0101,1.6334,11.38,NA,0.2316,0.1401,NA,96.15
Sliwinskietal2017,MasonicParkTuff,45.8,7.05,14.23,13.76,0.922,1.4915,0.818,1.486,11.7,NA,0.2243,0.08,NA,97.45
Sliwinskietal2017,MasonicParkTuff,46.35,6.92,13.81,14.03,0.8965,1.4232,0.7527,1.3932,11.14,NA,0.174,0.0938,NA,96.89
Sliwinskietal2017,MasonicParkTuff,46.16,6.71,13.71,14.09,0.922,1.3926,0.7513,1.3547,11.55,NA,0.2072,0.0815,NA,96.82
Sliwinskietal2017,MasonicParkTuff,46.21,6.69,13.79,13.98,0.9132,1.4028,0.7583,1.3874,11.32,NA,0.1962,0.0802,NA,96.62
Sliwinskietal2017,MasonicParkTuff,46.96,6.69,14.12,13.91,0.8902,1.4039,0.7261,1.402,11.55,NA,0.2253,0.1034,NA,97.85
Sliwinskietal2017,MasonicParkTuff,47.1,6.51,13.89,14.1,1.0251,1.4295,0.716,1.3512,11.16,NA,0.1969,0.0872,NA,97.45
Sliwinskietal2017,MasonicParkTuff,46.86,6.52,13.52,14.19,1.0065,1.355,0.7661,1.2903,11.5,NA,0.2279,0.0885,NA,97.22
Sliwinskietal2017,MasonicParkTuff,46.49,6.46,13.71,13.94,0.9063,1.4303,0.6806,1.3962,11.35,NA,0.2436,0.1021,NA,96.57
Sliwinskietal2017,MasonicParkTuff,46.85,6.46,13.71,14.07,0.9238,1.3567,0.7158,1.343,11.46,NA,0.2294,0.1171,NA,97.13
Sliwinskietal2017,MasonicParkTuff,47.29,6.42,13.39,14.16,0.907,1.367,0.7283,1.3416,11.43,NA,0.2054,0.0764,NA,97.21
Sliwinskietal2017,MasonicParkTuff,47.07,6.41,13.65,14.28,0.9525,1.3161,0.6742,1.28,11.35,NA,0.2195,0.1212,NA,97.21
Sliwinskietal2017,MasonicParkTuff,46.86,6.39,13.73,14.37,0.8755,1.3929,0.6765,1.3409,11.06,NA,0.2078,0.1077,NA,96.91
Sliwinskietal2017,MasonicParkTuff,43.77,6.05,13.55,13.68,0.9273,1.1138,0.7335,1.2354,10.23,NA,0.2891,0.1147,NA,91.54
Sliwinskietal2017,MasonicParkTuff,47.11,6.38,13.74,14.26,1.0009,1.3681,0.7421,1.3087,11.14,NA,0.2221,0.105,NA,97.28
Sliwinskietal2017,MasonicParkTuff,46.58,6.32,13.51,14.18,0.9123,1.3382,0.7188,1.2767,11.32,NA,0.2098,0.1175,NA,96.38
Sliwinskietal2017,MasonicParkTuff,47.12,6.25,13.58,14.41,0.8654,1.3408,0.7124,1.2837,11.15,NA,0.222,0.0628,NA,96.91
Sliwinskietal2017,MasonicParkTuff,46.89,6.22,13.42,14.32,0.9876,1.3311,0.7428,1.2382,11.29,NA,0.2191,0.0845,NA,96.67
Sliwinskietal2017,MasonicParkTuff,47.34,6.26,13.64,14.46,0.9808,1.2924,0.7729,1.3152,11.17,NA,0.1811,0.0683,NA,97.39
Sliwinskietal2017,MasonicParkTuff,47.21,6.31,13.59,14.31,0.9647,1.3144,0.7687,1.2724,11.46,NA,0.2162,0.0981,NA,97.42
Sliwinskietal2017,MasonicParkTuff,46.92,6.31,13.68,14.4,0.9438,1.2784,0.7667,1.2862,11.13,NA,0.2264,0.1268,NA,96.95
Sliwinskietal2017,MasonicParkTuff,47.03,6.34,13.74,14.42,0.9623,1.2526,0.7455,1.3531,11.57,NA,0.2046,0.1091,NA,97.62
