DataSource,Eruption,SiO2_wt,Al2O3_wt,FeO_wt,MgO_wt,MnO_wt,TiO2_wt,K2O_wt,Na2O_wt,CaO_wt,BaO_wt,F,Cl,H2O,Total
BachmannDungan2002,FishCanyonTuff,47.9566,5.715,12.6782,14.5868,0.877,1.2151,0.6565,1.3452,11.813,NA,NA,NA,96.8434,NA
BachmannDungan2002,FishCanyonTuff,48.4563,5.8125,12.8842,14.639,0.8813,1.201,0.6976,1.3745,11.7373,NA,NA,NA,97.6837,NA
BachmannDungan2002,FishCanyonTuff,48.6398,5.7851,12.8933,14.5642,0.9018,1.1899,0.622,1.2423,11.5647,NA,NA,NA,97.4031,NA
BachmannDungan2002,FishCanyonTuff,48.3419,5.7997,13.1064,14.6858,0.8915,1.1751,0.6411,1.2654,11.7333,NA,NA,NA,97.6402,NA
BachmannDungan2002,FishCanyonTuff,48.632,5.7592,12.8827,14.7865,0.9165,1.2383,0.633,1.308,11.741,NA,NA,NA,97.8972,NA
BachmannDungan2002,FishCanyonTuff,47.92,5.8957,13.2605,14.6041,0.9336,1.1508,0.6707,1.3102,11.9517,NA,NA,NA,97.6973,NA
BachmannDungan2002,FishCanyonTuff,48.0757,5.8482,13.3371,14.5513,0.9857,1.1714,0.6667,1.333,11.7081,NA,NA,NA,97.6772,NA
BachmannDungan2002,FishCanyonTuff,48.5787,5.7561,12.9408,14.625,1.022,1.2062,0.7112,1.3042,11.8506,NA,NA,NA,97.9948,NA
BachmannDungan2002,FishCanyonTuff,49.7274,5.4757,12.8912,14.9092,0.8272,1.1731,0.6081,1.1507,11.5909,NA,NA,NA,98.3535,NA
BachmannDungan2002,FishCanyonTuff,48.2413,5.8109,12.9524,14.6078,0.9357,1.1996,0.6327,1.3617,11.8068,NA,NA,NA,97.5489,NA
BachmannDungan2002,FishCanyonTuff,47.9322,5.9814,13.5466,14.4676,0.9352,1.2087,0.7013,1.516,11.7032,NA,NA,NA,97.9922,NA
BachmannDungan2002,FishCanyonTuff,47.7738,5.9201,13.1258,14.5508,0.9425,1.1887,0.662,1.3946,11.6978,NA,NA,NA,97.2561,NA
BachmannDungan2002,FishCanyonTuff,48.252,6.0299,13.1875,14.2088,0.9615,1.1577,0.6685,1.4162,11.4265,NA,NA,NA,97.3086,NA
BachmannDungan2002,FishCanyonTuff,49.4156,5.6351,13.5996,14.6376,0.914,1.1315,0.5834,1.3188,11.5012,NA,NA,NA,98.7368,NA
BachmannDungan2002,FishCanyonTuff,48.8741,5.1783,12.7985,14.9412,1.0257,1.0432,0.5854,1.4557,11.7942,NA,NA,NA,97.6963,NA
BachmannDungan2002,FishCanyonTuff,48.966,5.3013,12.4055,14.92,0.9427,1.0401,0.5912,1.3819,11.7902,NA,NA,NA,97.3389,NA
BachmannDungan2002,FishCanyonTuff,49.0509,5.3131,12.7441,15.2331,0.9671,1.0835,0.559,1.3072,11.4736,NA,NA,NA,97.7316,NA
BachmannDungan2002,FishCanyonTuff,48.5173,5.2169,12.8597,14.8903,0.9053,1.0463,0.6082,1.2489,11.7259,NA,NA,NA,97.0188,NA
BachmannDungan2002,FishCanyonTuff,48.7834,5.3839,12.8352,14.9159,0.9143,1.0826,0.5643,1.151,11.7797,NA,NA,NA,97.4103,NA
BachmannDungan2002,FishCanyonTuff,48.5857,5.5433,12.9921,14.8897,0.8961,1.0126,0.6247,1.1558,11.7716,NA,NA,NA,97.4716,NA
BachmannDungan2002,FishCanyonTuff,48.6287,5.7205,12.7274,14.5512,0.9097,1.1223,0.6929,1.2925,11.6279,NA,NA,NA,97.2731,NA
BachmannDungan2002,FishCanyonTuff,48.1959,5.6075,12.5543,14.3692,0.9628,1.0831,0.6425,1.7957,11.475,NA,NA,NA,96.686,NA
BachmannDungan2002,FishCanyonTuff,48.4363,5.6191,12.7028,14.8512,0.9569,1.1119,0.6129,1.2723,11.7372,NA,NA,NA,97.3006,NA
BachmannDungan2002,FishCanyonTuff,48.1866,5.5087,12.8952,14.9701,0.9817,1.0538,0.6456,1.2441,11.6264,NA,NA,NA,97.1122,NA
BachmannDungan2002,FishCanyonTuff,49.5889,5.5662,13.2819,14.8665,0.8804,1.1672,0.6359,1.1905,11.6246,NA,NA,NA,98.8021,NA
BachmannDungan2002,FishCanyonTuff,47.9705,5.6979,12.9355,14.7013,0.9753,1.0849,0.6197,1.2627,11.7289,NA,NA,NA,96.9767,NA
