DataSource,Eruption,SiO2_wt,Al2O3_wt,FeO_wt,MgO_wt,CaO_wt,Na2O_wt,K2O_wt,MnO_wt,TiO2_wt,P2O5_wt
Curryetal2021a,NelsonMountainTuff,77.60919828,12.26507169,0.659182363,0.053131247,0.427659563,3.559480378,5.219179441,0.104174822,0.102817835,0
Curryetal2021a,NelsonMountainTuff,77.41126039,12.4313869,0.777562863,0.042553191,0.404412149,3.345705473,5.447226724,0.074128287,0.06565947,0
Curryetal2021a,NelsonMountainTuff,77.80545078,12.30105014,0.755336824,0.027638104,0.423679574,2.858031225,5.674186534,0.027009965,0.085950316,0.041561846
Curryetal2021a,NelsonMountainTuff,77.64961788,12.17396948,0.621259749,0.108341001,0.492297321,3.129851138,5.610703044,0.098082626,0.097035853,0.018841913
Curryetal2021a,NelsonMountainTuff,77.78461668,12.44680124,0.661269195,0.083224174,0.455365645,2.945988458,5.43955726,0.060182336,0.122889804,0
Curryetal2021a,NelsonMountainTuff,77.14127651,12.58098072,0.768849577,0.080313222,0.404129296,3.225344802,5.532213932,0.09975073,0.167034413,0
Curryetal2021a,NelsonMountainTuff,77.6372693,12.33031168,0.638895579,0.049662275,0.435663908,2.930713666,5.733541645,0.0696977,0.174244249,0
Curryetal2021a,NelsonMountainTuff,77.09353723,12.65970561,0.774362704,0.043377164,0.456799022,2.784706819,5.965698838,0.084290933,0.137521675,0
Curryetal2021a,NelsonMountainTuff,77.49766175,12.33571028,0.763791388,0.101412748,0.438034894,2.63119209,6.008066148,0.149029868,0.074994301,0
Curryetal2021a,NelsonMountainTuff,77.28763588,12.64015578,0.641406067,0.060085619,0.432320783,3.463635,5.163772912,0.169696995,0.089653235,0.05153213
Curryetal2021a,NelsonMountainTuff,77.60276111,12.49898426,0.646440195,0.043409646,0.502632378,3.239685398,5.292555353,0.068642839,0.104781904,0
Curryetal2021a,NelsonMountainTuff,77.28234505,12.64385612,0.746589599,0.048059555,0.406839724,3.021193511,5.504808106,0.177401042,0.16879978,0
Curryetal2021a,NelsonMountainTuff,77.31828916,12.30575294,0.734700615,0.052417362,0.474864856,3.48377152,5.381087087,0.156716122,0.09240034,0
Curryetal2021a,NelsonMountainTuff,77.14038316,12.40393982,0.808420825,0.061586752,0.442472129,3.203809936,5.758198939,0.042537071,0.053901937,0.084749432
Curryetal2021a,CebollaCreekTuff,75.01480753,14.17113398,0.398876331,0.025656367,1.048904443,3.57786056,5.482044051,0.048406349,0.14712323,0.085187156
Curryetal2021a,CebollaCreekTuff,75.38432653,13.93626068,0.203119995,0,0.736473142,3.67483531,5.964076979,0,0.100806958,0
Curryetal2021a,CebollaCreekTuff,74.77264308,14.53969833,0.306685475,0,0.68116784,3.240216661,6.23277345,0.012073419,0.214638556,0
Curryetal2021a,CebollaCreekTuff,75.09050398,14.26029727,0.42029266,0.012870304,0.749463566,3.655166449,5.642341448,0.032433167,0.121907523,0.014723628
Curryetal2021a,CebollaCreekTuff,75.31290527,14.08716103,0.49758513,0,0.831021581,3.456292013,5.612695777,0.068420475,0.133817953,0
Curryetal2021a,CebollaCreekTuff,74.81689602,14.21760311,0.337393891,0.000897324,0.956846683,3.858493971,5.42382615,0,0.225228369,0.16291419
Curryetal2021a,CebollaCreekTuff,75.32361686,14.01627014,0.410325554,0.00442725,0.959606377,3.541799778,5.524000221,0,0.219853196,0
Curryetal2021a,CebollaCreekTuff,74.90904982,14.0435552,0.395479428,0.032384923,0.693198763,3.541155082,6.25503177,0,0.108555067,0.021589948
Curryetal2021a,CebollaCreekTuff,74.06502258,14.7476933,0.928156612,0.113135876,1.024964685,3.065413394,5.804270721,0.070262225,0.180975265,0
Curryetal2021a,CebollaCreekTuff,74.44087981,14.82308875,0.651607024,0.170171578,0.839520118,2.876435068,5.826355704,0.056688866,0.233159208,0.081988897
Curryetal2021a,CebollaCreekTuff,74.30596096,14.9005953,0.907930497,0.203755531,0.955317916,2.727109647,5.744557965,0.010161853,0.178247205,0.066259432
Curryetal2021a,CebollaCreekTuff,74.61495739,14.75513114,0.878158261,0.166306078,0.997940084,2.901289831,5.47100368,0.104446434,0.044451905,0.066211579
Curryetal2021a,CebollaCreekTuff,74.30327677,15.02914823,0.740952609,0.192622716,0.928582944,2.797813753,5.845246577,0.058036434,0.104215962,0
Curryetal2021a,CebollaCreekTuff,74.88344837,14.38550456,0.745411833,0.160657149,1.042041559,2.90406725,5.694046144,0.073846281,0.081625033,0.029351823
Curryetal2021a,CebollaCreekTuff,74.39112762,14.9927535,0.591693182,0.133789502,0.988376451,2.915257625,5.643105832,0.083501308,0.193864632,0.066426227
Curryetal2021a,CebollaCreekTuff,74.4007246,14.72362166,0.698928546,0.167271194,0.872982415,2.85915828,5.895709593,0.02702635,0.272976572,0.081496446
Curryetal2021a,CebollaCreekTuff,74.344676,14.56162488,0.965788831,0.182147509,0.879395962,3.276619993,5.545831977,0.072859004,0.163831,0.007224845
Curryetal2021a,CebollaCreekTuff,74.34566166,14.79856414,0.837685903,0.181505531,0.95360453,2.853860547,5.738854118,0.03030281,0.259960752,0
Curryetal2021a,CebollaCreekTuff,74.25533013,14.8985597,0.874916112,0.205461773,0.922822776,2.942542977,5.595994012,0.087450312,0.107170513,0.109751691
Curryetal2021a,CebollaCreekTuff,74.55019243,14.70703991,0.727894905,0.13246693,0.849486911,2.796408997,5.841387682,0.0367676,0.226094846,0.132156218
Curryetal2021a,CebollaCreekTuff,74.80309292,14.3682003,0.850058522,0.206009343,1.027578305,2.900381164,5.615631615,0.030032316,0.198912666,0
Curryetal2021a,CebollaCreekTuff,74.42838523,14.796504,0.745113369,0.105970757,0.969705013,3.00699801,5.765141013,0,0.182078914,0
Curryetal2021a,CebollaCreekTuff,74.25660702,15.04978004,0.872804551,0.162798101,0.964695035,2.883852082,5.581649191,0.020466047,0.207244567,0
Curryetal2021a,CebollaCreekTuff,74.2032347,14.87547933,0.764366056,0.199876447,1.068022535,2.858304912,5.644896082,0.10787796,0.19803238,0.079807151
Curryetal2021a,CebollaCreekTuff,74.39180092,14.77589214,0.874667235,0.165690829,1.105732677,2.86910527,5.502534035,0.084433669,0.143045391,0.087097839
Curryetal2021a,CebollaCreekTuff,74.49556973,14.67508257,0.7625288,0.15312236,0.988307207,3.011063861,5.611060984,0.042339874,0.260924612,0
Curryetal2021a,CebollaCreekTuff,74.22394454,14.89669376,0.700300321,0.178552706,1.102666768,2.865148069,5.657629339,0.067995362,0.226408983,0.080660147
Curryetal2021a,CebollaCreekTuff,74.383867,14.92677236,0.607487344,0.195308431,1.091956418,2.687444012,5.822795358,0.042603279,0.160413325,0.081248307
Curryetal2021a,CebollaCreekTuff,74.53393996,14.61305818,0.728030321,0.185469396,1.065819606,2.622587613,5.895576954,0.062522489,0.277994287,0.014896298
Curryetal2021a,CebollaCreekTuff,74.14823783,15.01816003,0.65256733,0.146201893,0.965812216,3.037145335,5.833413626,0.018851247,0.142431643,0.037074119
Curryetal2021a,CebollaCreekTuff,74.10779909,15.28841372,0.439200166,0.151832664,0.961676973,2.72331441,6.088027195,0.032280213,0.207350425,0
Curryetal2021a,CebollaCreekTuff,74.86292376,14.42417633,0.76632317,0.153968252,0.996654709,2.63856884,5.929019394,0,0.081536951,0.146725122
Curryetal2021a,CebollaCreekTuff,74.54714282,14.59147416,0.702841236,0.164040168,1.057046487,2.966899327,5.61989463,0.082323862,0.268236052,0
Curryetal2021a,CebollaCreekTuff,75.10798658,14.26750107,0.555718664,0.186814778,0.994099951,2.69463727,5.801513823,0.089284996,0.288064768,0.014378102
Curryetal2021a,CebollaCreekTuff,75.15298356,14.37072664,0.815711727,0.132676004,0.981080382,2.697645126,5.565773402,0.049941534,0.233361346,0
Curryetal2021a,CebollaCreekTuff,75.0389182,14.35973398,0.716577895,0.149836327,1.035873171,2.767292813,5.615088689,0.14017596,0.169257691,0.007144647
Curryetal2021a,CebollaCreekTuff,75.10515125,14.45766589,0.799613924,0.141143973,0.986392429,2.746148829,5.5326822,0,0.224033245,0.007067295
Curryetal2021a,CebollaCreekTuff,74.59369229,14.79349168,0.639990473,0.14660032,0.96162829,2.556266086,5.872225707,0.098554837,0.25737185,0.080075805
Curryetal2021a,CebollaCreekTuff,75.11308593,13.73261554,0.631721393,0.085789325,1.051393497,2.972062611,6.112752889,0,0.300473422,0
Curryetal2021a,CebollaCreekTuff,74.64937892,13.68097279,1.135510194,0.092401944,1.128442922,3.206642814,5.717106596,0.129320529,0.213705866,0.046517417
Curryetal2021a,CebollaCreekTuff,75.07618569,13.57817011,0.839944546,0.15723204,1.068712937,3.043200771,5.875068155,0.085167355,0.276212737,0
Curryetal2021a,CebollaCreekTuff,74.82041175,13.9626251,0.609968779,0.144012976,1.029061519,2.931616305,6.162813838,0.085915617,0.167016535,0.086450583
Curryetal2021a,CebollaCreekTuff,75.0211428,13.49743899,0.917337736,0.175721376,1.105155873,3.087857504,5.889212766,0.129244345,0.161290151,0.015492343
Curryetal2021a,CebollaCreekTuff,74.82720529,13.74702706,0.959527604,0.104086152,1.107842397,3.263988637,5.688058373,0.124180415,0.178084071,0
Curryetal2021a,CebollaCreekTuff,74.84884051,13.68591876,0.968183417,0.135482121,1.073476012,3.177844913,5.857827456,0,0.252426814,0
Curryetal2021a,CebollaCreekTuff,74.85388293,13.75904824,0.798003614,0.180170447,1.101253461,3.294121635,5.656144543,0.066200194,0.25992844,0.031140571
Curryetal2021a,CebollaCreekTuff,75.05882975,13.42111525,0.840802729,0.128288517,1.121070305,3.405515454,5.763993549,0.000951852,0.181380714,0.077946115
Curryetal2021a,CebollaCreekTuff,74.9178173,13.96520098,0.763026198,0.142847708,1.016232016,3.067870238,5.858779968,0.074140197,0.170437235,0.023541643
Curryetal2021a,CebollaCreekTuff,75.36759658,13.30761935,1.013597007,0.101708234,1.068834189,3.073426374,5.703265436,0.013941316,0.350011512,0
Curryetal2021a,CebollaCreekTuff,75.38538189,13.442624,0.756200944,0.113302117,0.994967551,3.061931022,6.038512051,0,0.191183986,0.015789749
Curryetal2021a,CebollaCreekTuff,74.82047841,13.55856975,1.034488225,0.144674061,1.086482117,3.149223526,5.865164621,0.122692903,0.218226395,0
Curryetal2021a,CebollaCreekTuff,74.93692321,13.68968349,0.868715191,0.121898813,1.002314588,2.935782939,5.999208615,0.046376861,0.28187771,0.117112211
Curryetal2021a,CebollaCreekTuff,74.56075041,13.79802393,1.05702719,0.111091233,1.118197001,3.203112697,5.80631131,0.190258467,0.100164226,0.055063543
Curryetal2021a,CebollaCreekTuff,74.34410792,13.86434258,1.085196069,0.130307938,1.079920444,3.355297519,5.961456284,0,0.086309225,0.092956513
Curryetal2021a,CebollaCreekTuff,74.36388064,13.80470563,1.043057383,0.110289888,1.06669847,3.38785207,5.899717468,0.048232037,0.205698557,0.069762312
Curryetal2021a,CebollaCreekTuff,74.42912195,14.01318513,0.791001837,0.197670839,1.069885453,3.312207395,5.902523435,0.012208457,0.178243468,0.093845876
Curryetal2021a,CebollaCreekTuff,74.79614209,13.71508206,0.893427602,0.11630979,1.046261824,3.168257637,5.915484359,0.037261236,0.242198034,0.069470101
Curryetal2021a,CebollaCreekTuff,74.38702616,14.07579355,0.934861119,0.184645646,1.094548935,3.214907016,5.795292911,0.106705302,0.136104781,0.07000883
Curryetal2021a,CebollaCreekTuff,75.050213,13.58021302,0.957584538,0.13073331,1.113978749,3.136332244,5.734102386,0,0.296737158,0
Curryetal2021a,CebollaCreekTuff,74.84094569,13.66744052,1.043366448,0.186064533,1.126392956,3.352993585,5.641544761,0,0.141251508,0
Curryetal2021a,CebollaCreekTuff,74.4789349,13.60550011,1.182443582,0.152662654,1.145076363,3.438635788,5.62105169,0.068772716,0.306815738,0
Curryetal2021a,CebollaCreekTuff,74.90245152,13.51686704,0.944068683,0.176564076,1.069944507,3.189135818,5.755228546,0.079200393,0.226724325,0.139815093
Curryetal2021a,CebollaCreekTuff,74.46652259,14.04771397,1.102834722,0.149079922,1.165257349,3.231288949,5.65475566,0.055708261,0.12673367,0
Curryetal2021a,CebollaCreekTuff,74.79014871,13.67761728,0.881162384,0.17991819,1.072691636,3.366142571,5.77357365,0,0.203779454,0.054859602
Curryetal2021a,CebollaCreekTuff,74.63173332,13.89745133,0.792501899,0.07637812,1.0070129,3.019355436,6.238598514,0.101311473,0.196836725,0.03871508
Curryetal2021a,CebollaCreekTuff,75.03525253,13.52676321,0.933686958,0.105279053,1.070337042,2.998857882,5.848836294,0.162916676,0.224063601,0.093900408
Curryetal2021a,CebollaCreekTuff,74.97975092,13.7672593,0.992363506,0.173729701,1.007589968,3.193327426,5.646479621,0,0.239393818,0
Curryetal2021a,CebollaCreekTuff,74.86604901,13.58884611,0.995170651,0.159562779,1.008228683,3.216734664,5.849573597,0.150751261,0.149477307,0.015499778
Curryetal2021a,CebollaCreekTuff,74.68297539,13.70377993,0.971130704,0.126326799,1.030041206,3.265805026,5.912052186,0.127061868,0.180721879,0
Curryetal2021a,CebollaCreekTuff,74.62134737,13.84889388,1.040832582,0.113770089,1.017698274,3.147956047,5.936749323,0.109650281,0.131833864,0.031162652
Curryetal2021a,CebollaCreekTuff,75.02117491,13.38800628,1.066416701,0.140500505,0.992330795,3.247169498,5.674665142,0.074821511,0.394914659,0
Curryetal2021a,CebollaCreekTuff,75.13004915,13.73642451,0.812694116,0.153005255,0.946759917,3.383565448,5.681836318,0.018833053,0.128745729,0.007980107
Curryetal2021a,CebollaCreekTuff,75.31148797,13.66672874,0.946182841,0.096426958,0.950998838,3.071535746,5.672174027,0.121577164,0.162780692,0
Curryetal2021a,CebollaCreekTuff,74.43822157,13.48035455,1.051763927,0.141469655,1.052610417,3.491771587,5.936011698,0.132264075,0.181995368,0.093537154
Curryetal2021a,CebollaCreekTuff,74.90813996,13.44370213,1.077705229,0.131807189,1.017113896,3.502936471,5.522647589,0.081840378,0.127704651,0.186402505
Curryetal2021a,CebollaCreekTuff,74.90432106,13.43200609,1.066098538,0.131320889,1.024859923,3.363357187,5.805540113,0.063518179,0.208870908,0
Curryetal2021a,CebollaCreekTuff,74.92891576,13.93166618,0.853855871,0.143119088,1.024225678,3.031378464,5.777574982,0.156638824,0.15251953,0
Curryetal2021a,CebollaCreekTuff,74.94057274,13.40409062,1.040688955,0.138575728,1.076545689,3.206013807,5.821446123,0.120858284,0.251208056,0
Curryetal2021a,CebollaCreekTuff,74.39932214,13.77686965,1.038547766,0.162596644,1.064432222,3.444217413,5.768535912,0.102692617,0.23496747,0.007712511
Curryetal2021a,CebollaCreekTuff,75.20900447,13.3884859,0.993671758,0.11453308,1.070973699,3.123629468,5.795016286,0.059422581,0.159967691,0.085189895
Curryetal2021a,CebollaCreekTuff,74.95370165,13.57803357,0.998713993,0.102943878,1.114433471,3.304762448,5.680390405,0.048990728,0.217924271,0
Curryetal2021a,CebollaCreekTuff,74.65475352,14.00570603,1.103941818,0.105016329,1.058738216,3.017102206,5.61075147,0.176579876,0.181661312,0.085749221
Curryetal2021a,CebollaCreekTuff,74.72475059,13.61864855,0.974957167,0.119346221,1.07516197,3.409892034,5.585528669,0.151771575,0.339838626,0
Curryetal2021a,CebollaCreekTuff,74.82236835,13.62813304,1.102110402,0.13765791,1.133242267,3.272022618,5.65456336,0.010059616,0.239736544,0
Curryetal2021a,CebollaCreekTuff,74.81876842,13.56382272,1.046230649,0.156350408,1.112084761,3.133381131,5.799410499,0.17759367,0.074776282,0.117475238
Curryetal2021a,CebollaCreekTuff,74.45776358,13.68670033,1.127593868,0.159695785,1.109204015,3.519437228,5.696626625,0.111713068,0.123550214,0.007715283
Curryetal2021a,CebollaCreekTuff,74.64277422,13.78247747,1.243377868,0.124211148,1.155891851,3.187066,5.5720889,0.1619916,0.098883472,0.031131936
Curryetal2021a,CebollaCreekTuff,75.04465204,13.46607332,0.93991104,0.151571616,1.143572351,3.183839042,5.678716193,0.11096462,0.257525604,0.023174173
Curryetal2021a,CebollaCreekTuff,74.43338984,13.74594447,1.091210003,0.121163252,1.171209495,3.39680383,5.777741094,0.024444289,0.199046355,0.039047371
Curryetal2021a,CebollaCreekTuff,74.66664406,13.72314846,1.115760851,0.15980315,1.173620612,3.359257191,5.616423695,0.069410519,0.115825492,0
Curryetal2021a,CebollaCreekTuff,74.74290709,13.63737608,1.166636548,0.094137819,1.057789694,3.162442372,5.673484654,0.114835532,0.311621398,0.038663747
Curryetal2021a,CebollaCreekTuff,74.70336962,13.72536313,0.866971273,0.16083746,1.123631315,3.133887093,5.821593651,0.051629462,0.232545046,0.180065716
Curryetal2021a,CebollaCreekTuff,74.7017141,13.50271896,1.095372556,0.182070957,1.15367736,3.230970165,5.872577693,0.025679372,0.235113594,0
Curryetal2021a,CebollaCreekTuff,74.71024922,13.5932463,0.975725745,0.15697464,1.13217433,3.324663956,5.839204101,0.030090313,0.206423756,0.031142422
Curryetal2021a,CebollaCreekTuff,74.7863696,13.53936379,1.148276484,0.177448517,1.108528855,3.387462822,5.642275536,0.029889378,0.172519391,0.007865626
Curryetal2021a,CebollaCreekTuff,74.76505204,13.75305139,1.069928245,0.207457703,1.038344817,3.295662085,5.545585239,0.046054765,0.263336076,0.015422008
Curryetal2021a,CebollaCreekTuff,74.79374625,13.51235619,1.089975587,0.188728919,1.039647875,3.594836546,5.529704452,0.062486718,0.157221234,0.031296224
Curryetal2021a,CebollaCreekTuff,74.95829814,13.4349304,1.083933126,0.144748507,1.094017202,3.487409611,5.630275757,0.064916239,0.070273405,0.031092568
Curryetal2021a,CebollaCreekTuff,74.17977338,14.16370709,1.042512261,0.15854896,1.11734737,3.287248436,5.76061221,0.014692204,0.259914595,0.015537798
Curryetal2021a,CebollaCreekTuff,74.83049751,13.64859447,1.144293109,0.16111024,0.994863625,3.135914535,5.850900944,0.042198045,0.16058408,0.030938217
Curryetal2021a,CebollaCreekTuff,74.5942407,13.92834138,1.056610946,0.147203244,1.090296624,3.210171174,5.807875479,0.049947729,0.11520713,0
Curryetal2021a,CebollaCreekTuff,74.28012885,13.8359854,1.098568931,0.13410103,1.065121579,3.645969127,5.567633766,0.119974198,0.252413247,0
Curryetal2021a,CebollaCreekTuff,74.69176638,13.75118531,1.179097774,0.14876765,1.103492801,3.19622145,5.712847642,0.088028823,0.128592165,0
Curryetal2021a,CebollaCreekTuff,75.19676167,13.62768567,1.046419171,0.13266265,1.026328434,3.008295668,5.803990935,0,0.157855797,0
Curryetal2021a,CebollaCreekTuff,74.84289977,13.71749372,1.094965066,0.100658461,1.064375902,3.302359599,5.736791355,0.011748779,0.066258882,0.062342622
Curryetal2021a,CebollaCreekTuff,74.37723322,13.68439725,1.041851448,0.1436017,1.060329608,3.558365644,5.76518588,0.107490096,0.222582634,0.03885693
Curryetal2021a,CebollaCreekTuff,74.81991107,13.46989552,1.118148425,0.150144155,1.111108776,3.54083837,5.505635922,0,0.22999689,0.054215804
Curryetal2021a,CebollaCreekTuff,74.47900605,13.68757683,1.096695971,0.1356084,1.063638783,3.421894209,5.755964024,0.096319985,0.247664874,0.015525261
Curryetal2021a,CebollaCreekTuff,75.13438692,13.56783443,0.986962439,0.110693288,1.00393541,3.057243189,5.882557584,0.070843704,0.185437613,0
Curryetal2021a,CebollaCreekTuff,74.5321011,13.76546105,1.108420701,0.154029487,1.068064553,3.380619752,5.778746889,0.035285219,0.177165604,0
Curryetal2021a,CebollaCreekTuff,75.07752571,13.54133213,0.774783218,0.16331731,1.044662177,3.085233525,5.93881129,0.088555679,0.231234567,0.054439103
Curryetal2021a,CebollaCreekTuff,75.16148099,13.60398399,0.918958669,0.143255682,1.022527221,3.162236529,5.825731055,0,0.161719747,0
Curryetal2021a,CebollaCreekTuff,75.11408628,13.47304596,0.962193849,0.152327042,1.06406322,3.031700349,5.851393681,0.119783965,0.153281074,0.078124586
Curryetal2021a,CebollaCreekTuff,74.76760488,13.46772045,1.075401193,0.123958215,1.023610432,3.449179785,5.762783456,0,0.290367874,0.039267585
Curryetal2021a,CebollaCreekTuff,75.14266697,13.75407338,0.791910754,0.150684917,0.972985023,3.007389134,5.814986682,0.079390867,0.185070101,0.100737021
Curryetal2021a,CebollaCreekTuff,75.19422242,13.44391245,0.599272259,0.096698086,1.035319855,2.899876435,6.268850529,0.196274725,0.241905134,0.023561496
Curryetal2021a,CebollaCreekTuff,75.20057554,13.74132148,0.701815446,0.127332709,1.019828886,3.013540772,5.931582013,0.024087104,0.224317788,0.015492146
Curryetal2021a,CebollaCreekTuff,74.60472575,13.55772881,1.264856347,0.134088596,1.025602309,3.392090581,5.646395292,0.12483744,0.249568545,0
Curryetal2021a,CebollaCreekTuff,74.97442367,13.47461715,0.952128534,0.09626241,1.065777547,3.297093575,5.756661772,0.126264902,0.256664423,0
Curryetal2021a,CebollaCreekTuff,75.05808129,13.61979666,0.960526035,0.121491144,1.020738751,3.356992135,5.594986892,0.073320971,0.170513886,0.023445659
Curryetal2021a,CebollaCreekTuff,74.74948072,13.76715783,1.055237444,0.218303295,1.087532072,3.156065885,5.683015647,0.045610919,0.221868286,0.01562305
Curryetal2021a,CebollaCreekTuff,74.83797308,13.54999172,0.979801281,0.145367961,0.987547165,3.27873723,5.835940053,0.129982301,0.21550535,0.039047744
Curryetal2021a,CebollaCreekTuff,75.17859313,13.34518625,0.987245328,0.133878226,1.008776698,3.378932939,5.553388206,0.058944792,0.307941239,0.047006607
Curryetal2021a,CebollaCreekTuff,74.88882943,13.73970584,1.069127497,0.137821779,1.048634736,3.238493262,5.51074755,0.141962803,0.161924663,0.062752443
Curryetal2021a,CebollaCreekTuff,74.85173923,13.61325051,1.060417255,0.183905713,1.004611383,3.149649575,5.696849399,0.121124108,0.185808186,0.132538945
Curryetal2021a,CebollaCreekTuff,74.6974942,13.84698447,1.192979113,0.125131006,1.043922889,3.281777665,5.600194789,0.050179439,0.161230561,0
Curryetal2021a,CebollaCreekTuff,74.68842899,13.85111685,1.006500425,0.153385559,1.078235074,3.291354498,5.696575092,0.054539432,0.148638413,0.031120179
Curryetal2021a,CebollaCreekTuff,74.83145187,13.56432572,0.778598649,0.134478483,1.045543733,3.070768507,6.099181587,0.042778982,0.188481653,0.244390818
Curryetal2021a,CebollaCreekTuff,74.78245249,13.81103086,0.865963259,0.183759623,1.045073414,3.191225187,5.843534863,0,0.221695048,0.055159588
Curryetal2021a,CebollaCreekTuff,74.93097765,13.59779976,0.953223781,0.1346002,1.120467179,3.370304228,5.712559682,0,0.108951973,0.071115539
Curryetal2021a,CebollaCreekTuff,75.31760727,13.20440918,1.050248506,0.088029395,1.09404902,3.362680035,5.633024517,0.070359261,0.131401541,0.048084183
Curryetal2021a,CebollaCreekTuff,74.7576341,13.70169572,1.081885049,0.140183759,1.098669099,3.209025807,5.784691258,0.056474632,0.146095122,0.023645453
Curryetal2021a,CebollaCreekTuff,74.52899083,13.69008459,0.931479317,0.109222603,1.142472689,3.417198408,5.80178546,0.027145969,0.311912503,0.039707633
Curryetal2021a,CebollaCreekTuff,74.74975954,13.71962498,1.076007568,0.157807397,1.111205065,3.234364595,5.749981503,0,0.201249353,0
Curryetal2021a,CebollaCreekTuff,74.92086457,13.61139931,1.040367793,0.079955073,1.154060523,3.18339642,5.668772362,0.119298045,0.221780143,0
Curryetal2021a,CebollaCreekTuff,75.11475719,13.4840356,0.896042742,0.106157674,1.090259425,3.249292723,5.884712554,0.044664545,0.129971709,0
Curryetal2021a,CebollaCreekTuff,75.12472229,13.66674542,0.715544175,0.100858462,1.131267501,2.796915341,6.102360745,0.046085537,0.260197882,0.0551967
Curryetal2021a,CebollaCreekTuff,74.44095142,13.69552507,0.987179379,0.139921026,1.158558803,3.686034589,5.740892952,0,0.150830841,0
Curryetal2021a,CebollaCreekTuff,74.34649672,13.95647608,0.920430126,0.186896338,1.083238071,3.433652328,5.652319987,0.145164255,0.196404913,0.078815527
Curryetal2021a,CebollaCreekTuff,74.90870139,13.62744673,0.849127262,0.134478602,1.131817553,3.105790186,5.979174303,0.093068066,0.154761314,0.015528951
Curryetal2021a,CebollaCreekTuff,74.81246271,13.64973148,0.849991476,0.126161453,1.104019265,3.015514449,5.935129145,0.181250533,0.269904526,0.055728412
Curryetal2021a,CebollaCreekTuff,74.68217559,13.54231185,0.918987581,0.153269576,1.128316029,3.422320669,5.752858058,0,0.313152839,0.086502829
Curryetal2021a,CebollaCreekTuff,74.63991945,13.6310113,1.057309976,0.099939418,1.125038397,3.381088092,5.80224581,0.062715451,0.176840507,0.023784941
Curryetal2021a,CebollaCreekTuff,75.35878833,13.90668856,0.572260764,0.064820209,0.986707621,2.785574326,5.994810147,0.083779061,0.206746809,0.039718265
Curryetal2021a,CebollaCreekTuff,74.44818039,13.75360726,1.02338326,0.133494023,1.118584176,3.371920729,5.680144067,0.16317118,0.307514916,0
Curryetal2021a,CebollaCreekTuff,74.5517532,13.89533176,1.030659103,0.198641534,1.076196637,3.425954692,5.553876861,0.056921918,0.210664295,0
Curryetal2021a,CebollaCreekTuff,74.65100099,13.62803652,1.163861979,0.163834319,1.155563877,3.287324969,5.659731014,0.054682364,0.235857588,0
Curryetal2021a,CebollaCreekTuff,74.41128761,13.84767346,1.171251336,0.094943311,1.087909842,3.555052219,5.598675051,0.064501846,0.168598884,0
Curryetal2021a,CebollaCreekTuff,74.42530972,13.54156781,1.213196524,0.160046404,1.06295976,3.603976316,5.811145243,0.070266876,0.07165302,0.039771691
Curryetal2021a,CebollaCreekTuff,74.70558809,13.48199077,1.00240308,0.170018143,1.120370499,3.381163824,5.909037094,0.013865972,0.215455865,0
Curryetal2021a,CebollaCreekTuff,74.44478465,13.52765648,1.055007847,0.09302931,1.053087517,3.552610102,5.910348337,0.130795795,0.232679959,0
Curryetal2021a,CebollaCreekTuff,74.95823558,13.61525333,0.96942303,0.11331884,1.045570741,3.143615434,5.798696037,0.024851554,0.227805916,0.103229534
Curryetal2021a,CebollaCreekTuff,74.48823196,13.81850703,0.836970295,0.117473242,1.079351794,3.409485593,5.831176294,0.11364952,0.273396134,0.031651922
Curryetal2021a,CebollaCreekTuff,74.63179799,13.70896903,0.917626792,0.151161105,1.016979507,3.230029251,5.959030863,0.078672,0.202329885,0.103296975
Curryetal2021a,CebollaCreekTuff,74.73843147,13.61786647,0.931406657,0.141080244,1.069290219,3.281927131,5.839272947,0.090785776,0.202349988,0.087482538
Curryetal2021a,CebollaCreekTuff,74.72534461,13.7897409,1.053044395,0.129417937,1.002273558,3.508381428,5.543454643,0.009751392,0.159414069,0.079071074
Curryetal2021a,CebollaCreekTuff,75.04040391,13.50705949,0.832810961,0.125369392,1.026301987,3.187538112,5.842043095,0.151488015,0.286985037,0
Curryetal2021a,CebollaCreekTuff,74.4983361,13.61272333,0.902028742,0.124659416,1.027219076,3.567765241,5.840091912,0.165221509,0.214384465,0.04746402
Curryetal2021a,CebollaCreekTuff,74.59849146,13.50929401,1.115791218,0.171096483,1.104108652,3.324220932,5.851903302,0,0.285585626,0.039508313
Curryetal2021a,CebollaCreekTuff,74.59628533,13.74392879,0.991617051,0.098155793,1.067113362,3.367156669,5.770755927,0.076131624,0.209864922,0.078990531
Curryetal2021a,CebollaCreekTuff,74.91163388,13.84041337,0.907398224,0.130156981,1.12044966,3.235421308,5.720140286,0,0.134280558,0
Curryetal2021a,CebollaCreekTuff,75.24077153,13.40777375,0.723509819,0.160213334,1.04308655,2.974783399,6.11955442,0.13184665,0.19846055,0
Curryetal2021a,CebollaCreekTuff,74.8865918,13.47087508,1.008509599,0.140126847,1.06885232,2.985264902,6.013024679,0.109849249,0.269205027,0.047594259
Curryetal2021a,CebollaCreekTuff,74.67261785,13.65108795,0.961728162,0.116039551,1.084768271,3.351782278,5.865618987,0.098750294,0.117948794,0.079551795
Curryetal2021a,CebollaCreekTuff,74.55993361,13.80975939,1.083715017,0.168313092,1.188830905,3.1598602,5.936707043,0,0.092774347,0
